log_id,user_id,session_id,event_type,page_url,device_type,browser,ip_address,country,timestamp,response_time,status_code
28,1057,S19016,add_to_cart,/cart,desktop,Edge,192.168.224.214,Singapore,2026-01-15 06:03:51,1.77,200
29,1001,S97538,add_to_cart,/cart,tablet,Chrome,192.168.68.68,India,2026-01-03 18:27:47,1.56,200
30,1018,S46930,page_view,/checkout,mobile,Firefox,192.168.250.65,India,2026-01-03 10:24:40,2.36,200
31,1003,S10464,page_view,/search,tablet,Firefox,192.168.82.190,USA,2026-01-13 21:17:45,1.66,200
32,1008,S19862,purchase,/payment,tablet,Chrome,192.168.189.150,UAE,2026-01-11 02:43:08,0.91,201
33,1024,S15229,purchase,/payment,tablet,Edge,192.168.52.91,USA,2026-01-15 10:57:47,1.22,201
34,1060,S41029,add_to_cart,/cart,desktop,Chrome,192.168.91.189,Singapore,2026-01-19 03:17:59,1.26,200
35,1043,S42527,page_view,/login,desktop,Chrome,192.168.240.57,UAE,2026-01-19 21:57:58,1.11,200
36,1053,S39831,page_view,/product,desktop,Firefox,192.168.142.222,India,2026-01-18 22:20:17,1.87,200
37,1026,S99065,error,/support,desktop,Chrome,192.168.59.225,Singapore,2026-01-05 09:31:37,2.67,403
38,1039,S66959,page_view,/checkout,desktop,Chrome,192.168.197.231,UAE,2026-01-07 03:06:02,1.33,302
39,1034,S80575,search,/search,desktop,Safari,192.168.35.243,Singapore,2026-01-15 12:19:20,1.56,200
40,1008,S49363,page_view,/profile,desktop,Safari,192.168.151.142,UAE,2026-01-05 16:46:26,2.64,302
41,1044,S32810,page_view,/cart,desktop,Chrome,192.168.155.74,UAE,2026-01-11 02:46:50,1.78,201
42,1021,S70946,page_view,/product,tablet,Safari,192.168.86.169,India,2026-01-07 18:59:32,1.85,302
43,1022,S22240,add_to_cart,/cart,tablet,Firefox,192.168.115.207,UAE,2026-01-04 16:28:01,0.5,200
44,1031,S90120,add_to_cart,/cart,desktop,Safari,192.168.99.184,USA,2026-01-12 13:59:25,0.91,200
45,1042,S10726,purchase,/payment,desktop,Edge,192.168.90.206,USA,2026-01-02 11:25:35,1.47,201
46,1055,S25906,page_view,/offers,tablet,Firefox,192.168.226.157,USA,2026-01-20 05:36:58,1.36,201
47,1011,S72216,page_view,/product,tablet,Firefox,192.168.248.161,UAE,2026-01-07 13:58:28,2.06,200
48,1016,S45614,page_view,/support,mobile,Edge,192.168.77.60,USA,2026-01-17 02:59:09,0.76,302
49,1027,S63424,page_view,/offers,desktop,Chrome,192.168.105.214,USA,2026-01-10 04:42:57,2.66,201
50,1002,S85456,page_view,/home,desktop,Firefox,192.168.199.219,USA,2026-01-13 13:56:47,1.62,302
51,1039,S38906,page_view,/cart,desktop,Safari,192.168.14.100,Singapore,2026-01-16 13:17:43,2.08,200
52,1054,S71261,purchase,/payment,tablet,Chrome,192.168.201.152,India,2026-01-03 05:50:41,1.96,201
53,1056,S70515,page_view,/cart,desktop,Firefox,192.168.108.117,Singapore,2026-01-09 00:19:48,0.92,200
54,1054,S65255,page_view,/login,desktop,Chrome,192.168.26.244,Singapore,2026-01-06 10:27:41,2.23,200
55,1042,S15276,search,/search,mobile,Chrome,192.168.78.62,UAE,2026-01-12 02:37:42,0.52,200
56,1014,S70952,search,/search,mobile,Chrome,192.168.83.247,Singapore,2026-01-03 19:02:37,0.35,200
57,1020,S85470,search,/search,desktop,Edge,192.168.38.152,UAE,2026-01-03 15:39:44,1.77,200
58,1055,S99687,page_view,/login,tablet,Chrome,192.168.177.137,USA,2026-01-16 09:16:23,1.52,200
59,1022,S11658,add_to_cart,/cart,mobile,Safari,192.168.185.163,USA,2026-01-17 10:17:09,1.31,200
60,1047,S78386,error,/cart,tablet,Safari,192.168.238.112,Singapore,2026-01-08 16:01:54,6.24,401
61,1006,S46559,purchase,/payment,desktop,Safari,192.168.172.8,USA,2026-01-20 16:44:20,1.29,201
62,1014,S56507,add_to_cart,/cart,desktop,Firefox,192.168.5.133,UAE,2026-01-03 06:45:15,1.91,200
63,1032,S82768,search,/search,tablet,Safari,192.168.229.203,India,2026-01-03 10:49:18,0.72,200
64,1045,S41890,page_view,/payment,desktop,Safari,192.168.176.109,Singapore,2026-01-09 08:08:44,0.9,200
65,1017,S40217,logout,/profile,desktop,Chrome,192.168.94.50,UAE,2026-01-18 03:22:30,0.56,200
66,1038,S78765,page_view,/login,mobile,Firefox,192.168.116.93,UAE,2026-01-08 05:04:00,1.59,302
67,1018,S15965,error,/support,desktop,Edge,192.168.251.27,India,2026-01-14 09:30:18,4.65,404
68,1022,S34164,error,/cart,desktop,Chrome,192.168.33.103,USA,2026-01-03 00:27:36,5.59,502
69,1010,S29555,add_to_cart,/cart,mobile,Edge,192.168.60.143,USA,2026-01-15 03:07:38,2.06,200
70,1015,S78494,page_view,/offers,desktop,Safari,192.168.156.146,India,2026-01-15 04:56:47,2.66,200
71,1014,S91987,page_view,/login,mobile,Edge,192.168.88.142,India,2026-01-04 21:29:00,1.37,200
72,1039,S71592,page_view,/product,desktop,Firefox,192.168.232.19,UAE,2026-01-07 08:28:50,1.73,302
73,1052,S35928,page_view,/support,mobile,Edge,192.168.136.212,UAE,2026-01-02 22:59:03,2.26,200
74,1039,S84607,purchase,/payment,mobile,Safari,192.168.155.180,USA,2026-01-07 12:40:32,2.26,201
75,1029,S20543,page_view,/profile,tablet,Firefox,192.168.128.7,India,2026-01-06 13:01:43,1.73,201
76,1002,S98117,add_to_cart,/cart,mobile,Edge,192.168.240.133,USA,2026-01-07 15:54:11,2.49,200
77,1028,S93202,add_to_cart,/cart,desktop,Firefox,192.168.209.86,Singapore,2026-01-16 13:58:06,2.2,200
78,1022,S63955,search,/search,tablet,Safari,192.168.18.117,India,2026-01-08 11:46:16,0.91,200
79,1050,S62976,add_to_cart,/cart,tablet,Safari,192.168.211.14,UAE,2026-01-13 03:08:23,1.71,200
80,1032,S91973,page_view,/home,mobile,Firefox,192.168.67.238,Singapore,2026-01-11 07:16:56,1.46,302
81,1002,S92578,page_view,/product,tablet,Edge,192.168.159.142,India,2026-01-13 21:36:26,0.78,200
82,1054,S24871,page_view,/login,tablet,Edge,192.168.255.239,Singapore,2026-01-12 21:54:45,1.28,200
83,1031,S71894,page_view,/support,mobile,Safari,192.168.97.236,UAE,2026-01-20 23:52:04,2.21,200
84,1055,S64387,page_view,/support,desktop,Chrome,192.168.144.186,Singapore,2026-01-20 09:22:37,2.8,201
85,1032,S29476,page_view,/offers,desktop,Firefox,192.168.193.117,Singapore,2026-01-21 02:55:12,0.82,302
86,1025,S40613,add_to_cart,/cart,mobile,Firefox,192.168.242.181,USA,2026-01-10 02:51:42,2.06,200
87,1042,S29936,page_view,/home,mobile,Firefox,192.168.51.224,USA,2026-01-03 14:27:33,0.24,200
88,1010,S63736,add_to_cart,/cart,mobile,Safari,192.168.135.87,USA,2026-01-16 02:53:05,2.19,200
89,1055,S98389,add_to_cart,/cart,desktop,Safari,192.168.18.159,India,2026-01-06 16:12:40,1.84,200
90,1019,S39817,search,/search,mobile,Chrome,192.168.227.43,Singapore,2026-01-01 23:48:02,0.92,200
91,1004,S48452,page_view,/profile,mobile,Edge,192.168.210.145,UAE,2026-01-05 04:50:11,1.78,200
92,1025,S91226,search,/search,tablet,Edge,192.168.118.119,Singapore,2026-01-11 18:59:16,1.57,200
93,1058,S70981,purchase,/payment,mobile,Chrome,192.168.226.242,Singapore,2026-01-14 16:53:19,2.53,201
94,1028,S42780,page_view,/cart,mobile,Safari,192.168.247.28,UAE,2026-01-10 00:16:36,1.69,200
95,1045,S48696,login,/login,desktop,Chrome,192.168.25.234,USA,2026-01-20 06:50:57,1.83,200
96,1050,S40162,page_view,/checkout,mobile,Edge,192.168.128.174,UAE,2026-01-15 15:06:06,1.88,302
97,1020,S67779,login,/login,tablet,Edge,192.168.46.233,Singapore,2026-01-08 18:25:47,1.01,200
98,1013,S27322,add_to_cart,/cart,tablet,Firefox,192.168.84.66,USA,2026-01-19 16:27:18,1.97,200
99,1022,S25095,page_view,/login,mobile,Edge,192.168.203.248,Singapore,2026-01-03 09:19:50,0.24,200
100,1035,S26199,page_view,/cart,tablet,Safari,192.168.190.28,UAE,2026-01-12 01:29:01,2.5,201
101,1036,S52992,purchase,/payment,tablet,Chrome,192.168.237.233,Singapore,2026-01-16 02:34:26,1.12,201
102,1003,S14877,page_view,/offers,mobile,Chrome,192.168.120.228,UAE,2026-01-10 04:15:29,1.94,200
103,1048,S80804,page_view,/search,desktop,Chrome,192.168.250.158,USA,2026-01-07 16:46:02,1.16,302
104,1029,S68287,error,/checkout,mobile,Firefox,192.168.183.16,USA,2026-01-07 14:40:12,6.77,400
105,1053,S69600,login,/login,tablet,Chrome,192.168.25.202,Singapore,2026-01-06 21:01:08,1.64,200
106,1014,S18992,add_to_cart,/cart,mobile,Edge,192.168.119.85,UAE,2026-01-19 06:42:57,1.65,200
107,1018,S28964,error,/support,desktop,Edge,192.168.56.170,India,2026-01-04 07:58:00,6.05,403
108,1016,S87182,page_view,/search,desktop,Chrome,192.168.64.190,USA,2026-01-13 07:18:07,0.37,302
109,1029,S57453,page_view,/login,desktop,Edge,192.168.22.187,Singapore,2026-01-11 18:09:41,0.36,200
110,1031,S62640,page_view,/login,desktop,Safari,192.168.37.231,India,2026-01-08 15:54:38,0.37,200
111,1018,S91830,search,/search,tablet,Firefox,192.168.195.153,Singapore,2026-01-11 15:47:32,1.45,200
112,1007,S24996,add_to_cart,/cart,tablet,Edge,192.168.220.116,UAE,2026-01-10 17:59:21,2.14,200
113,1026,S64524,search,/search,desktop,Firefox,192.168.130.96,UAE,2026-01-16 23:05:59,1.2,200
114,1006,S21188,login,/login,tablet,Firefox,192.168.66.143,India,2026-01-14 16:17:35,1.25,200
115,1043,S26021,page_view,/profile,tablet,Chrome,192.168.147.154,Singapore,2026-01-09 08:02:06,1.52,201
116,1010,S96079,page_view,/login,desktop,Firefox,192.168.58.196,Singapore,2026-01-14 09:32:14,2.4,200
117,1050,S91490,page_view,/support,mobile,Firefox,192.168.14.47,Singapore,2026-01-17 07:46:48,2.6,200
118,1023,S10800,page_view,/search,tablet,Safari,192.168.35.37,India,2026-01-03 10:06:47,0.76,201
119,1027,S69460,page_view,/checkout,desktop,Firefox,192.168.43.227,India,2026-01-04 20:58:10,0.33,201
120,1006,S45665,page_view,/profile,desktop,Safari,192.168.212.70,UAE,2026-01-18 12:17:32,1.1,200
121,1008,S47125,search,/search,desktop,Firefox,192.168.23.57,USA,2026-01-14 23:18:03,0.31,200
122,1020,S37686,search,/search,desktop,Firefox,192.168.61.2,USA,2026-01-18 07:58:27,0.63,200
123,1025,S79806,search,/search,tablet,Firefox,192.168.36.102,India,2026-01-11 06:14:01,1.17,200
124,1005,S51033,page_view,/payment,desktop,Safari,192.168.148.30,USA,2026-01-01 19:23:20,2.28,200
125,1040,S70305,add_to_cart,/cart,mobile,Safari,192.168.54.63,USA,2026-01-14 17:36:25,1.5,200
126,1026,S50668,search,/search,desktop,Edge,192.168.39.131,India,2026-01-13 09:46:32,0.67,200
127,1050,S55793,page_view,/search,mobile,Chrome,192.168.74.66,UAE,2026-01-05 06:45:38,2.18,200
128,1042,S19876,logout,/profile,desktop,Safari,192.168.165.222,Singapore,2026-01-04 18:26:28,0.29,200
129,1029,S92756,page_view,/cart,tablet,Chrome,192.168.180.130,India,2026-01-08 09:31:29,0.3,200
130,1024,S47627,login,/login,tablet,Safari,192.168.236.149,India,2026-01-11 13:36:58,1.68,200
131,1042,S34672,page_view,/offers,tablet,Edge,192.168.31.116,India,2026-01-19 18:53:57,2.75,200
132,1006,S76132,search,/search,mobile,Safari,192.168.224.135,UAE,2026-01-09 14:44:23,2.04,200
133,1025,S63578,search,/search,mobile,Firefox,192.168.33.85,India,2026-01-14 00:43:43,1.03,200
134,1017,S96057,error,/payment,mobile,Firefox,192.168.41.150,UAE,2026-01-09 07:02:19,5.64,502
135,1026,S26901,page_view,/login,desktop,Safari,192.168.168.209,UAE,2026-01-16 13:58:44,2.79,302
136,1059,S78995,login,/login,tablet,Firefox,192.168.9.93,Singapore,2026-01-05 10:26:13,0.88,200
137,1050,S73736,page_view,/search,mobile,Chrome,192.168.151.217,India,2026-01-12 21:15:49,2.37,201
138,1057,S79013,login,/login,tablet,Edge,192.168.192.40,UAE,2026-01-05 10:45:53,1.48,200
139,1040,S31697,search,/search,desktop,Firefox,192.168.121.249,USA,2026-01-15 05:27:18,1.73,200
140,1051,S68841,page_view,/product,desktop,Safari,192.168.99.95,USA,2026-01-11 20:08:49,2.22,200
141,1033,S79135,page_view,/search,mobile,Edge,192.168.128.14,USA,2026-01-21 05:23:23,2.63,201
142,1046,S77621,add_to_cart,/cart,mobile,Edge,192.168.139.116,UAE,2026-01-20 05:51:27,0.59,200
143,1059,S39102,add_to_cart,/cart,mobile,Safari,192.168.27.102,Singapore,2026-01-06 16:45:24,2.49,200
144,1024,S39430,login,/login,tablet,Firefox,192.168.74.36,India,2026-01-07 20:40:58,1.71,200
145,1045,S28191,search,/search,desktop,Chrome,192.168.40.5,Singapore,2026-01-06 05:46:53,0.58,200
146,1047,S89807,page_view,/login,desktop,Edge,192.168.154.32,India,2026-01-06 18:13:26,2.26,302
147,1030,S18232,logout,/profile,tablet,Chrome,192.168.123.184,UAE,2026-01-07 23:04:27,0.2,200
148,1023,S41531,page_view,/search,tablet,Chrome,192.168.184.18,India,2026-01-10 05:14:55,0.31,200
149,1025,S58929,page_view,/home,desktop,Chrome,192.168.176.62,India,2026-01-18 21:20:37,2.17,302
150,1009,S15811,page_view,/checkout,tablet,Edge,192.168.237.252,USA,2026-01-15 17:00:11,0.36,200
151,1050,S69988,login,/login,mobile,Edge,192.168.21.81,Singapore,2026-01-13 01:28:25,1.98,200
152,1035,S72049,page_view,/product,desktop,Firefox,192.168.24.222,Singapore,2026-01-07 13:12:07,1.34,200
153,1026,S67637,purchase,/payment,desktop,Edge,192.168.254.178,USA,2026-01-09 16:37:59,2.95,201
154,1018,S20828,search,/search,desktop,Edge,192.168.150.83,India,2026-01-03 03:43:20,1.56,200
155,1020,S68447,page_view,/profile,mobile,Safari,192.168.179.115,India,2026-01-17 20:56:55,1.8,200
156,1028,S45986,search,/search,mobile,Safari,192.168.186.132,UAE,2026-01-02 01:00:09,1.91,200
157,1044,S67432,login,/login,mobile,Firefox,192.168.185.99,India,2026-01-15 02:27:09,1.45,200
158,1024,S58760,page_view,/login,tablet,Edge,192.168.187.102,Singapore,2026-01-16 02:44:17,2.7,200
159,1002,S34385,page_view,/profile,tablet,Chrome,192.168.134.199,Singapore,2026-01-17 08:29:28,2.79,200
160,1019,S74382,page_view,/search,mobile,Safari,192.168.88.231,USA,2026-01-03 07:56:51,2.72,302
161,1021,S97535,page_view,/login,tablet,Firefox,192.168.153.218,UAE,2026-01-17 12:44:45,1.86,302
162,1051,S57381,page_view,/login,mobile,Edge,192.168.121.203,USA,2026-01-01 22:21:23,1.69,201
163,1030,S82305,logout,/profile,mobile,Firefox,192.168.203.184,USA,2026-01-13 07:05:26,1.2,200
164,1053,S85353,login,/login,tablet,Chrome,192.168.230.120,Singapore,2026-01-04 06:05:56,1.71,200
165,1036,S93859,page_view,/search,desktop,Chrome,192.168.63.133,UAE,2026-01-08 06:05:10,1.04,200
166,1046,S39552,page_view,/support,desktop,Chrome,192.168.128.51,Singapore,2026-01-04 04:21:40,1.8,200
167,1006,S75873,search,/search,tablet,Edge,192.168.87.169,Singapore,2026-01-20 12:08:59,1.37,200
168,1053,S13718,login,/login,desktop,Edge,192.168.213.159,India,2026-01-12 15:59:56,1.37,200
169,1019,S94136,error,/offers,mobile,Safari,192.168.152.117,India,2026-01-17 00:04:03,4.48,401
170,1031,S70875,page_view,/payment,mobile,Firefox,192.168.163.188,Singapore,2026-01-10 09:45:08,1.54,200
171,1007,S51827,page_view,/login,desktop,Safari,192.168.126.37,India,2026-01-02 11:38:18,2.45,200
172,1027,S42541,error,/search,desktop,Firefox,192.168.97.196,UAE,2026-01-12 16:07:32,4.74,404
173,1020,S75191,login,/login,tablet,Safari,192.168.123.56,Singapore,2026-01-02 10:34:03,0.78,200
174,1039,S95755,search,/search,tablet,Chrome,192.168.55.111,UAE,2026-01-07 08:26:46,0.99,200
175,1026,S57964,login,/login,tablet,Edge,192.168.185.142,Singapore,2026-01-03 00:09:24,1.16,200
176,1049,S82070,page_view,/payment,tablet,Chrome,192.168.65.250,India,2026-01-10 07:07:23,1.65,200
177,1024,S28909,page_view,/support,desktop,Chrome,192.168.23.10,UAE,2026-01-17 13:42:21,1.55,200
178,1010,S89463,purchase,/payment,desktop,Firefox,192.168.83.101,Singapore,2026-01-14 20:15:21,2.17,201
179,1033,S79774,page_view,/payment,desktop,Safari,192.168.8.95,Singapore,2026-01-16 15:59:07,1.72,200
180,1051,S92478,login,/login,desktop,Edge,192.168.26.150,USA,2026-01-05 05:07:33,1.37,200
181,1040,S59832,logout,/profile,mobile,Chrome,192.168.97.5,USA,2026-01-08 11:19:26,0.4,200
182,1045,S36724,page_view,/payment,desktop,Chrome,192.168.70.133,UAE,2026-01-14 02:19:20,1.44,302
183,1025,S51124,error,/offers,tablet,Firefox,192.168.181.174,Singapore,2026-01-15 05:10:30,6.81,401
184,1018,S83149,page_view,/cart,desktop,Edge,192.168.250.82,USA,2026-01-09 06:29:35,0.91,302
185,1008,S85166,search,/search,desktop,Firefox,192.168.74.75,India,2026-01-07 21:05:45,0.45,200
186,1060,S67983,search,/search,mobile,Edge,192.168.138.239,Singapore,2026-01-04 10:58:06,1.47,200
187,1038,S41363,page_view,/support,mobile,Edge,192.168.26.26,USA,2026-01-08 20:23:45,0.46,200
188,1050,S28018,login,/login,mobile,Safari,192.168.243.123,UAE,2026-01-18 12:49:18,0.85,200
189,1042,S17754,purchase,/payment,tablet,Edge,192.168.19.234,UAE,2026-01-10 20:13:56,3.06,201
190,1060,S14763,error,/profile,desktop,Edge,192.168.148.225,India,2026-01-01 13:03:19,5.21,500
191,1060,S53914,page_view,/support,tablet,Safari,192.168.68.218,USA,2026-01-07 13:00:12,1.06,200
192,1047,S70150,search,/search,mobile,Firefox,192.168.151.146,UAE,2026-01-05 07:50:39,1.93,200
193,1058,S63148,add_to_cart,/cart,desktop,Chrome,192.168.205.172,India,2026-01-05 12:54:08,1.4,200
194,1060,S42512,login,/login,mobile,Safari,192.168.136.245,Singapore,2026-01-08 04:54:37,1.53,200
195,1001,S44282,search,/search,mobile,Chrome,192.168.238.79,UAE,2026-01-10 13:24:43,1.25,200
196,1058,S50760,search,/search,desktop,Edge,192.168.112.246,UAE,2026-01-12 05:09:09,1.16,200
197,1039,S58971,page_view,/support,desktop,Edge,192.168.126.175,India,2026-01-13 06:59:28,2.03,201
198,1005,S83946,logout,/profile,tablet,Edge,192.168.76.43,Singapore,2026-01-20 18:39:33,0.77,200
199,1044,S36922,search,/search,mobile,Safari,192.168.28.117,UAE,2026-01-13 00:18:26,1.17,200
200,1004,S83242,page_view,/cart,tablet,Chrome,192.168.202.66,India,2026-01-18 07:18:13,0.39,201
201,1028,S55158,search,/search,mobile,Chrome,192.168.241.9,Singapore,2026-01-10 15:17:11,1.76,200
202,1050,S94085,error,/profile,desktop,Safari,192.168.229.223,USA,2026-01-09 21:09:05,6.84,502
203,1056,S80687,logout,/profile,mobile,Edge,192.168.201.136,UAE,2026-01-17 21:30:14,1.29,200
204,1049,S12979,error,/offers,tablet,Safari,192.168.194.211,UAE,2026-01-06 23:10:29,3.2,403
205,1013,S24790,login,/login,tablet,Chrome,192.168.123.53,India,2026-01-03 15:06:38,0.36,200
206,1039,S98083,search,/search,mobile,Chrome,192.168.205.113,UAE,2026-01-13 14:46:13,1.73,200
207,1050,S17398,logout,/profile,mobile,Firefox,192.168.164.61,Singapore,2026-01-21 06:33:09,1.48,200
208,1034,S38972,page_view,/cart,mobile,Edge,192.168.218.143,USA,2026-01-02 09:36:22,1.95,302
209,1051,S78742,page_view,/profile,desktop,Edge,192.168.153.97,UAE,2026-01-18 12:00:34,0.83,200
210,1015,S49418,add_to_cart,/cart,desktop,Chrome,192.168.211.248,USA,2026-01-14 00:21:33,0.68,200
211,1016,S43422,page_view,/login,desktop,Firefox,192.168.47.138,UAE,2026-01-02 12:08:17,1.95,200
212,1039,S15183,add_to_cart,/cart,tablet,Edge,192.168.245.54,Singapore,2026-01-08 05:34:58,0.43,200
213,1060,S34906,error,/login,tablet,Safari,192.168.124.179,UAE,2026-01-10 08:36:58,4.98,401
214,1050,S47101,page_view,/support,tablet,Firefox,192.168.157.67,Singapore,2026-01-13 00:03:56,1.41,200
215,1052,S71537,search,/search,mobile,Firefox,192.168.160.106,India,2026-01-14 03:12:55,0.72,200
216,1010,S12125,page_view,/payment,tablet,Safari,192.168.151.40,UAE,2026-01-08 20:09:14,1.68,200
217,1016,S75444,page_view,/checkout,desktop,Safari,192.168.251.118,UAE,2026-01-18 00:11:50,0.64,200
218,1047,S81636,page_view,/support,tablet,Chrome,192.168.17.215,India,2026-01-19 22:44:42,2.19,200
219,1027,S28021,add_to_cart,/cart,mobile,Edge,192.168.4.56,USA,2026-01-09 19:49:03,1.7,200
220,1043,S90808,purchase,/payment,mobile,Chrome,192.168.210.4,India,2026-01-13 09:07:46,1.54,201
221,1019,S12246,page_view,/profile,mobile,Chrome,192.168.49.135,UAE,2026-01-06 19:36:12,1.57,201
222,1053,S56457,page_view,/profile,mobile,Firefox,192.168.207.118,UAE,2026-01-17 04:47:14,1.98,200
223,1055,S20566,search,/search,mobile,Safari,192.168.194.97,USA,2026-01-02 14:38:40,0.32,200
224,1011,S20837,page_view,/profile,tablet,Firefox,192.168.48.230,India,2026-01-06 13:28:13,2.51,302
225,1031,S45532,login,/login,tablet,Firefox,192.168.16.46,Singapore,2026-01-01 16:33:13,1.3,200
226,1049,S62205,purchase,/payment,mobile,Edge,192.168.199.174,Singapore,2026-01-10 01:37:48,2.8,201
227,1051,S20279,page_view,/checkout,mobile,Chrome,192.168.223.60,India,2026-01-09 02:00:38,2.68,201
228,1026,S52778,login,/login,desktop,Safari,192.168.116.92,USA,2026-01-11 03:50:11,1.46,200
229,1043,S59816,login,/login,desktop,Edge,192.168.37.22,Singapore,2026-01-04 20:13:24,1.51,200
230,1041,S30221,search,/search,desktop,Chrome,192.168.46.2,Singapore,2026-01-11 10:53:23,1.75,200
231,1007,S27367,login,/login,desktop,Safari,192.168.52.7,India,2026-01-09 09:17:35,0.46,200
232,1039,S52523,add_to_cart,/cart,desktop,Safari,192.168.198.200,India,2026-01-17 19:51:57,1.58,200
233,1016,S84967,page_view,/profile,mobile,Edge,192.168.137.78,Singapore,2026-01-12 13:18:09,0.63,200
234,1018,S65194,page_view,/login,desktop,Firefox,192.168.126.185,USA,2026-01-14 20:17:39,1.39,200
235,1009,S49932,login,/login,desktop,Safari,192.168.168.113,Singapore,2026-01-11 03:10:52,1.7,200
236,1042,S87908,logout,/profile,tablet,Edge,192.168.245.81,UAE,2026-01-10 09:29:20,0.58,200
237,1045,S92955,page_view,/payment,mobile,Firefox,192.168.192.72,USA,2026-01-09 15:20:07,0.72,201
238,1035,S33583,search,/search,mobile,Safari,192.168.107.113,Singapore,2026-01-20 05:59:44,0.43,200
239,1055,S63627,search,/search,tablet,Firefox,192.168.123.65,UAE,2026-01-17 14:36:27,1.8,200
240,1005,S68860,error,/offers,tablet,Safari,192.168.214.140,India,2026-01-19 07:50:23,6.53,502
241,1035,S87833,search,/search,mobile,Edge,192.168.181.43,India,2026-01-14 03:35:41,1.59,200
242,1026,S53463,error,/profile,mobile,Chrome,192.168.50.67,UAE,2026-01-12 22:53:47,5.01,500
243,1045,S85397,page_view,/checkout,desktop,Safari,192.168.77.89,India,2026-01-12 07:39:06,1.28,200
244,1006,S25213,add_to_cart,/cart,desktop,Firefox,192.168.175.117,UAE,2026-01-13 04:35:30,1.13,200
245,1007,S67431,search,/search,desktop,Chrome,192.168.153.12,India,2026-01-01 20:20:54,0.95,200
246,1007,S98754,add_to_cart,/cart,tablet,Edge,192.168.81.85,USA,2026-01-11 20:20:14,2.08,200
247,1041,S34176,page_view,/profile,desktop,Chrome,192.168.101.116,USA,2026-01-10 04:21:00,0.76,302
248,1018,S18200,page_view,/support,mobile,Firefox,192.168.166.51,USA,2026-01-03 22:14:16,2.44,302
249,1034,S93769,page_view,/profile,tablet,Safari,192.168.58.90,Singapore,2026-01-20 13:45:29,0.65,201
250,1044,S48986,purchase,/payment,mobile,Edge,192.168.160.31,UAE,2026-01-08 06:46:07,1.29,201
251,1045,S28528,page_view,/profile,tablet,Edge,192.168.196.109,UAE,2026-01-12 09:47:40,2.0,201
